date,high,low,open,close,volume,quoteVolume,weightedAverage
1636435800000,100.000,100.000,100.000,100.000,181.146476,18114.64,100
1636437600000,100.929,90.200,99.000,90.200,265.656981,25192.44,94.83
1636439400000,93.000,90.200,90.200,93.000,895.04824,81336.88,90.874
1636441200000,100.000,93.000,99.199,95.200,1061.688989,104928.2,98.831
1636443000000,99.999,99.999,99.999,99.999,356.304129,35630.27,99.999
1636444800000,99.999,91.000,99.999,99.999,2030.71377,201767.7,99.358
1636446600000,97.996,91.200,91.200,97.996,3458.350059,318995,92.239
1636448400000,97.999,90.400,93.000,90.400,4588.521442,423067.1,92.201
1636450200000,97.998,89.400,90.400,97.800,1949.609668,180779.1,92.725
1636452000000,97.898,94.565,97.800,94.565,326.011593,31394.62,96.299
1636453800000,97.998,89.400,92.000,89.400,2882.876458,263657.46,91.456
1636455600000,97.898,89.000,89.892,90.598,2079.981201,187092.21,89.948
1636457400000,91.000,88.000,90.598,88.000,686.521973,62139.88,90.514
1636459200000,94.955,88.000,91.000,88.000,334.014019,30457.1,91.185
1636461000000,96.555,89.000,94.955,89.000,712.895576,64202.39,90.058
1636462800000,95.000,94.598,94.999,94.598,191.065552,18150.79,94.997
1636464600000,95.000,89.000,92.810,89.000,1039.124731,96124.72,92.505
1636466400000,91.225,89.999,91.225,89.999,7558.338326,680250.77,90
1636468200000,93.000,89.000,89.999,89.000,31634.955042,2851378.6,90.133
1636470000000,93.649,88.750,93.649,90.000,872.757715,78344.85,89.767
1636471800000,91.874,89.578,90.000,89.578,1153.56913,104037.36,90.187
1636473600000,93.649,89.600,92.499,89.600,1299.360648,119116.23,91.672
1636475400000,93.649,89.500,90.001,91.308,1133.133802,103650.41,91.472
1636477200000,89.500,89.000,89.500,89.000,365.262929,32570.94,89.171
1636479000000,92.999,89.211,90.200,92.999,2762.832673,250791.88,90.773
1636480800000,93.000,90.010,92.000,92.109,1025.205795,95179.16,92.839
1636482600000,93.000,91.109,91.109,93.000,333.368586,30953.49,92.85
1636484400000,92.999,89.200,91.500,89.200,1200.976233,107861.08,89.811
1636486200000,93.000,89.210,91.799,89.210,423.376756,38902.59,91.886
1636488000000,93.000,89.210,89.350,93.000,3432.964493,317239.57,92.409
1636489800000,95.999,89.210,92.025,89.210,11318.237861,1024243.1,90.494
1636491600000,92.550,90.236,92.550,90.236,140.725724,12928.33,91.868
1636493400000,93.100,90.236,90.236,93.100,338.67599,31226.66,92.202
1636495200000,93.100,92.000,93.100,92.000,16247.178825,1495585.38,92.052
1636497000000,92.000,90.236,92.000,90.236,340.791535,30769.66,90.288
1636498800000,92.329,90.236,92.329,90.236,39.531425,3601.26,91.098
1636500600000,93.350,90.236,90.999,93.350,979.850375,91023.04,92.894
1636502400000,93.300,90.350,93.299,90.350,242.496945,22230.34,91.672
1636504200000,90.500,90.236,90.350,90.500,4779.10771,432138.76,90.422
1636506000000,93.279,90.500,90.500,93.279,13394.568811,1212998.34,90.558
1636507800000,92.800,88.000,92.800,88.000,14923.230185,1325529.26,88.823
1636509600000,92.250,91.092,92.250,92.249,2066.696882,190584.04,92.216
1636511400000,92.249,92.249,92.249,92.249,64.710933,5969.58,92.249
1636513200000,93.450,92.249,92.249,93.450,455.104151,42473.68,93.327
1636515000000,92.529,92.529,92.529,92.529,144.096085,13333.21,92.529
1636516800000,92.529,92.529,92.529,92.529,0,0,92.529
1636518600000,95.000,93.450,93.450,95.000,10527.595714,999643.29,94.954
1636520400000,95.000,95.000,95.000,95.000,2073.63945,196995.74,95
1636522200000,95.000,95.000,95.000,95.000,0,0,95
1636524000000,95.000,94.600,95.000,94.600,80.832701,7656.53,94.72
1636525800000,95.000,94.600,94.600,95.000,410.780413,38863.77,94.609
1636527600000,95.270,94.600,95.270,94.600,2093.089492,199374.8,95.253
1636529400000,94.600,93.869,94.600,94.600,130.043829,12300.31,94.585
1636531200000,94.600,94.600,94.600,94.600,41.032462,3881.67,94.6
1636533000000,94.600,92.600,94.600,92.600,259.507741,24488.82,94.366
1636534800000,95.600,92.249,95.600,92.249,4179.420676,388868.01,93.043
