date,high,low,open,close,volume,quoteVolume,weightedAverage
1637609400000,220.067,212.876,220.067,212.876,49.591777,10755.85,216.887
1637611200000,217.000,212.071,212.467,215.976,11.881097,2566.06,215.978
1637613000000,217.000,215.666,215.771,215.861,12.469618,2699.55,216.49
1637614800000,215.905,214.548,214.701,215.388,17.485492,3757.69,214.903
1637616600000,218.143,216.826,217.722,216.826,0.595421,129.2,217.004
1637618400000,218.567,216.330,217.751,216.330,1.228329,266.97,217.346
1637620200000,218.870,215.971,215.971,218.870,3.974203,861.26,216.714
1637622000000,218.487,217.820,218.427,218.452,17.763051,3875.7,218.189
1637623800000,216.705,216.013,216.705,216.634,9.973009,2156.43,216.227
1637625600000,217.405,214.925,215.835,217.405,0.143591,31.11,216.712
1637627400000,218.501,218.000,218.000,218.501,2.992002,652.62,218.122
1637629200000,220.067,217.996,218.400,219.510,47.011639,10286.66,218.81
1637631000000,219.989,218.573,219.000,219.539,0.538622,118.1,219.263
1637632800000,219.731,218.165,219.428,219.731,8.468309,1858.1,219.418
1637634600000,219.850,218.869,219.732,219.692,7.449558,1634.01,219.343
1637636400000,221.528,220.494,220.514,220.494,0.544462,120.42,221.181
1637638200000,220.778,219.677,220.778,219.677,30.161984,6635.97,220.011
1637640000000,220.727,220.000,220.727,220.474,3.935168,867.37,220.416
1637641800000,220.595,219.938,220.595,220.239,1.120486,247.05,220.489
1637643600000,219.641,217.994,219.641,217.994,33.090205,7239.74,218.788
1637645400000,218.459,217.820,218.318,217.820,0.515791,112.58,218.272
1637647200000,218.532,217.699,217.699,217.852,32.543921,7091.09,217.893
1637649000000,217.808,216.698,217.808,216.698,1.597532,346.23,216.729
1637650800000,216.663,214.606,216.569,214.648,47.779776,10343.19,216.476
1637652600000,214.828,212.320,214.567,213.921,3.387732,722.66,213.317
1637654400000,214.547,211.837,213.617,212.186,8.607205,1835.91,213.299
1637656200000,214.223,211.589,212.267,213.761,3.589442,764.34,212.943
1637658000000,215.082,213.418,213.761,213.641,3.374205,722.07,213.998
1637659800000,214.862,211.288,213.820,212.638,5.311232,1131.49,213.038
1637661600000,216.269,211.566,212.638,215.253,509.534998,109031.15,213.981
1637663400000,215.712,212.864,215.232,213.114,11.055944,2372.15,214.558
1637665200000,213.912,211.991,212.732,212.300,3.494047,743.23,212.713
1637667000000,213.101,211.386,212.513,212.084,3.399285,721.07,212.125
1637668800000,213.171,212.036,212.118,213.005,5.427257,1153.01,212.448
1637670600000,212.861,211.295,212.848,211.808,4.042815,855.94,211.721
1637672400000,214.826,211.979,211.979,214.168,3.695114,787.05,212.998
1637674200000,214.785,213.237,214.144,213.777,4.659302,996.42,213.856
1637676000000,215.354,213.637,213.884,215.354,10.866695,2328.15,214.246
1637677800000,218.942,214.838,215.387,218.941,52.334015,11340.33,216.691
1637679600000,219.792,216.435,218.942,216.435,13.796379,2997.13,217.24
1637681400000,217.117,215.917,216.354,216.026,4.016736,871,216.844
1637683200000,217.881,215.988,215.988,217.620,3.269818,709.89,217.105
1637685000000,223.407,216.911,217.620,223.351,11.56764,2540.42,219.614
1637686800000,224.573,221.553,223.351,222.420,14.399048,3196.39,221.986
1637688600000,223.805,221.482,222.290,221.574,22.165264,4937.87,222.775
1637690400000,223.054,220.808,221.574,222.064,13.921018,3090.92,222.033
1637692200000,222.696,220.209,222.414,222.329,11.75648,2604.29,221.519
1637694000000,222.799,220.830,222.329,222.257,8.128691,1807.15,222.318
1637695800000,224.216,221.672,222.315,224.207,6.016269,1341.63,223
1637697600000,224.700,222.762,224.216,223.236,27.487414,6148.93,223.7
1637699400000,225.695,222.781,223.262,225.535,29.84119,6682.72,223.942
1637701200000,226.197,224.220,225.532,224.488,78.56679,17709.51,225.407
1637703000000,224.641,223.414,224.521,223.687,18.184241,4071.13,223.882
1637704800000,224.092,223.250,223.687,223.648,2.826296,631.61,223.479
1637706600000,223.648,221.733,223.648,222.701,11.831851,2633.47,222.575
1637708400000,222.976,221.485,222.701,222.150,6.00821,1336,222.362
1637710200000,222.466,221.398,222.151,221.741,2.228567,494.58,221.928
1637712000000,222.688,221.268,221.747,221.310,10.752761,2389.01,222.177
1637713800000,221.584,220.078,221.310,220.221,15.042087,3330.11,221.386
1637715600000,220.878,220.221,220.221,220.878,0.34148,75.26,220.408
1637717400000,220.878,220.221,220.221,220.878,0,0,220.408
1637719200000,220.878,220.221,220.221,220.878,0,0,220.408
1637721000000,220.878,220.221,220.221,220.878,0,0,220.408
1637722800000,220.878,220.221,220.221,220.878,0,0,220.408
1637724600000,220.878,220.221,220.221,220.878,0,0,220.408
1637726400000,220.878,220.221,220.221,220.878,0,0,220.408
1637728200000,220.878,220.221,220.221,220.878,0,0,220.408
1637730000000,220.878,220.221,220.221,220.878,0,0,220.408
1637731800000,220.875,218.447,220.875,218.447,4.311041,948.41,219.995
1637733600000,219.538,217.363,217.363,219.167,3.294483,723.15,219.504
